"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","CNCF Member","CNCF Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Landscape","Category","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"OpenStack Zuul CI","OpenStack","https://zuul-ci.org","http://localhost:3000/logos/zuul-ci.svg","http://twitter.com/OpenStack","https://www.crunchbase.com/organization/openstack",,,,false,false,"Unknown License","Austin, Texas","2018-03-27T21:15:07.000Z","The Gatekeeper, or a project gating system","OpenStack is the most widely used open source software for building public and private clouds.","http://www.openstack.org","Austin","Texas","United States","http://twitter.com/OpenStack","http://www.linkedin.com/company/openstack",,,11,50,"App Definition and Development / CI/CD","App Definition and Development",true,"https://github.com/openstack-infra/zuul",130,"The Gatekeeper, or a project gating system",,"https://github.com/openstack-infra/zuul/commit/7a6761e78c3c33abd3e231944ce4958739bfd016","2017-09-27T15:37:58Z","https://github.com/openstack-infra/zuul/releases","2012-05-29T21:49:32Z","/openstack-infra/zuul/commit/ee743613ce5b3aee11d12e91e932d7876bc0b40c",76,"https://github.com/openstack-infra/zuul/graphs/contributors"
"OpenTSDB","OpenTSDB","http://opentsdb.net/","http://localhost:3000/logos/open-tsdb.svg","https://twitter.com/opentsdb","https://www.crunchbase.com/organization/open-tsbd",,,,false,false,"LGPL-2.1","San Francisco, California",,"A scalable, distributed Time Series Database.","Monitoring","http://opentsdb.net","San Francisco","California","United States","https://twitter.com/opentsdb",,,,,,"Observability and Analysis / Monitoring","Observability and Analysis",true,"https://github.com/OpenTSDB/opentsdb",2979,"A scalable, distributed Time Series Database.",,"https://github.com/OpenTSDB/opentsdb/commit/97102ba52cb96e3373890a22caa3485ada5bf065",,,"2010-04-11T04:11:12Z","/OpenTSDB/opentsdb/commit/7b43410408b55352300a9cdeed48b830255eb412",93,"https://github.com/OpenTSDB/opentsdb/graphs/contributors"
"OrientDB","CallidusCloud","https://orientdb.com/why-orientdb/","http://localhost:3000/logos/orient-db.svg","http://twitter.com/CallidusCloud","https://www.crunchbase.com/organization/callidus-software",2389251328,"CALD",,false,false,"Unknown License","Dublin, California","2018-03-27T23:00:00.000Z","OrientDB is the most versatile DBMS supporting Graph, Document, Reactive, Full-Text, Geospatial and Key-Value models in one Multi-Model product. OrientDB can run distributed (Multi-Master), supports SQL, ACID Transactions, Full-Text indexing and Reactive Queries. OrientDB Community Edition is Open Source using a liberal Apache 2 license.","Callidus Software Inc provides sales effectiveness software and services.","http://www.calliduscloud.com","Dublin","California","United States","http://twitter.com/CallidusCloud","https://www.linkedin.com/company/calliduscloud/","CALD","market_cap",1001,5000,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/orientechnologies/orientdb",3397,"OrientDB is the most versatile DBMS supporting Graph, Document, Reactive, Full-Text, Geospatial and Key-Value models in one Multi-Model product. OrientDB can run distributed (Multi-Master), supports SQL, ACID Transactions, Full-Text indexing and Reactive Queries. OrientDB Community Edition is Open Source using a liberal Apache 2 license.",,"https://github.com/orientechnologies/orientdb/commit/d227efb4ffdc19ec95a6194f4796531302c66326","2017-12-18T16:57:09Z","https://github.com/orientechnologies/orientdb/releases","2010-03-29T12:00:36Z","/orientechnologies/orientdb/commit/429e8cae765d061ec78a217ed20f7e9209bb5435",114,"https://github.com/orientechnologies/orientdb/graphs/contributors"
"Outlyer","Outlyer","https://www.outlyer.com/","http://localhost:3000/logos/outlyer.svg","https://twitter.com/outlyerapp","https://www.crunchbase.com/organization/outlyer",,,5480000,false,false,"NotOpenSource","San Francisco, California","2018-03-24T02:14:42.000Z","Infrastructure monitoring platform made for DevOps and microservices.","Infrastructure monitoring platform made for DevOps and microservices.",,"San Francisco","California","United States",,,,"funding",,,"Observability and Analysis / Monitoring","Observability and Analysis",false,,,,,"",,,,,,
"Overclock","Overclock Labs","https://www.ovrclk.com/","http://localhost:3000/logos/overclock.svg","https://twitter.com/OvrClkHQ","https://www.crunchbase.com/organization/ovrclk",,,1310000,false,false,"NotOpenSource","San Francisco, California","2018-03-27T21:58:28.000Z","Overclock Labs develops protocols, tools, and infrastructure to make foundational elements of the internet open, decentralized, and simple","Overclock Labs develops protocols, tools, and infrastructure to make foundational elements of the internet open, decentralized, and simple","http://www.ovrclk.com","San Francisco","California","United States","https://www.twitter.com/ovrclkhq","https://www.linkedin.com/company-beta/6636225/",,"funding",1,10,"Serverless / Platforms","Serverless",false,,,,,"",,,,,,
"PaaSTA","Yelp","https://engineeringblog.yelp.com/2015/11/introducing-paasta-an-open-platform-as-a-service.html","http://localhost:3000/logos/paa-sta.svg","https://twitter.com/Yelp","https://www.crunchbase.com/organization/yelp",3439170048,"YELP",,false,false,"Apache-2.0","San Francisco, California","2018-03-27T00:42:09.000Z","An open, distributed platform as a service","Yelp operates an online platform that connects people with local businesses.","http://yelp.com","San Francisco","California","United States","http://twitter.com/Yelp","https://www.linkedin.com/company-beta/31517/","YELP","market_cap",501,1000,"Platform / PaaS/Container Service","Platform",true,"https://github.com/Yelp/paasta",1199,"An open, distributed platform as a service",,"https://github.com/Yelp/paasta/commit/ee6bcfb8c216bc6a96543b85ce83167e1f650d1c","2018-03-23T23:01:00Z","https://github.com/Yelp/paasta/releases","2013-08-20T13:28:10Z","/Yelp/paasta/commit/012a3d280e6cd9d1077d062ecbedd3bac98bdcb2",78,"https://github.com/Yelp/paasta/graphs/contributors"
"Pachyderm","Pachyderm","https://www.pachyderm.io/","http://localhost:3000/logos/pachyderm.svg","https://twitter.com/pachydermIO","https://www.crunchbase.com/organization/pachyderm",,,2120000,false,false,"Apache-2.0","San Francisco, California","2018-03-27T23:56:25.000Z","Reproducible Data Science at Scale!","Pachyderm is an open source analytics engine that uses Docker containers for distributed computations.","https://www.pachyderm.io/","San Francisco","California","United States","https://twitter.com/pachydermIO","https://www.linkedin.com/company/pachyderm-inc-",,"funding",1,10,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/pachyderm/pachyderm",2643,"Reproducible Data Science at Scale!",,"https://github.com/pachyderm/pachyderm/commit/1ab09f356666989f4fa273025cb81f6ceb0514be","2018-03-06T22:00:11Z","https://github.com/pachyderm/pachyderm/releases","2014-09-04T07:50:02Z","/pachyderm/pachyderm/commit/11eb4c6e1945beb1e6ce3e878ed2cb6c24ee8bf1",64,"https://github.com/pachyderm/pachyderm/graphs/contributors"
"Packer","HashiCorp","https://www.packer.io/","http://localhost:3000/logos/packer.svg","https://twitter.com/HashiCorp","https://www.crunchbase.com/organization/hashicorp",,,74175000,false,false,"MPL-2.0","San Francisco, California","2018-03-27T15:00:30.000Z","Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.","HashiCorp enables organizations to provision, secure, and run any infrastructure for any application.","https://www.hashicorp.com","San Francisco","California","United States","https://twitter.com/HashiCorp","https://www.linkedin.com/company/HashiCorp",,"funding",101,250,"App Definition and Development / Application Definition & Image Build","App Definition and Development",true,"https://github.com/hashicorp/packer",7468,"Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.",,"https://github.com/hashicorp/packer/commit/7fd0cfa764932800960496896cfd28c7f5d5ed7a","2018-03-26T21:04:17Z","https://github.com/hashicorp/packer/releases","2013-03-23T05:41:53Z","/hashicorp/packer/commit/9c22026293c937a45b269a938c7775def8544dea",667,"https://github.com/hashicorp/packer/graphs/contributors"
"Pilosa","Pilosa","https://www.pilosa.com/","http://localhost:3000/logos/pilosa.svg","https://twitter.com/slothware","https://www.crunchbase.com/organization/pilosa",,,,false,false,"Apache-2.0","Austin, Texas","2018-03-27T15:40:02.000Z","Pilosa is an open source, distributed bitmap index that dramatically accelerates queries across multiple, massive data sets.","Pilosa is an open source, distributed bitmap index that dramatically accelerates queries across multiple, massive data sets.","https://www.pilosa.com/","Austin","Texas","United States","https://twitter.com/slothware","https://www.linkedin.com/company-beta/16265089/?pathWildcard=16265089",,,,,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/pilosa/pilosa",1247,"Pilosa is an open source, distributed bitmap index that dramatically accelerates queries across multiple, massive data sets.",,"https://github.com/pilosa/pilosa/commit/762196809d43cc0eda275e28a5838b7bcdad9c93",,,"2013-10-16T22:34:43Z","/pilosa/pilosa/commit/3f2ff1a0e3e1f0a3d9f8679797548511c0efa9e7",17,"https://github.com/pilosa/pilosa/graphs/contributors"
"Platform.sh","Platform.sh","https://platform.sh/","http://localhost:3000/logos/platform-sh.svg","https://twitter.com/platformsh","https://www.crunchbase.com/organization/commerce-guys",,,13300000,false,false,"NotOpenSource","Paris, France","2018-03-27T16:18:30.000Z","Platform.sh is an automated, continuous-deployment high-availability cloud hosting solution","Platform.sh is an automated, continuous-deployment high-availability cloud hosting solution","https://platform.sh","Paris","Ile-de-France","France","http://twitter.com/platformsh","https://www.linkedin.com/company/platform-sh",,"funding",51,100,"Platform / PaaS/Container Service","Platform",false,,,,,"",,,,,,
"Plumgrid","PLUMgrid","https://www.vmware.com/products/nsx.html","http://localhost:3000/logos/plumgrid.svg","https://twitter.com/PLUMgrid","https://www.crunchbase.com/organization/plumgrid",,,48006848,false,false,"NotOpenSource","Santa Clara, California","2018-03-25T03:01:04.000Z","PLUMgrid is involved in virtual networking and SDN/NFV to deliver cloud infrastructure solutions that transform businesses.","PLUMgrid is involved in virtual networking and SDN/NFV to deliver cloud infrastructure solutions that transform businesses.","http://plumgrid.com","Santa Clara","California","United States","http://twitter.com/PLUMgrid","http://www.linkedin.com/company/2668204",,"funding",51,100,"Runtime / Cloud-Native Network","Runtime",false,,,,,"",,,,,,
"Portainer","Portainer","https://portainer.io/","http://localhost:3000/logos/portainer.svg",,"https://www.crunchbase.com/organization/portainer",,,,false,false,"Unknown License","Auckland, New Zealand",,"Simple management UI for Docker","PaaS/Container Service","https://portainer.io/","Auckland","Auckland","New Zealand",,,,,,,"Platform / PaaS/Container Service","Platform",true,"https://github.com/portainer/portainer",7319,"Simple management UI for Docker",,"https://github.com/portainer/portainer/commit/9c277733d56bf3fe5b1ac4713512e8357aab6cd4",,,"2013-06-09T00:12:14Z","/portainer/portainer/commit/bec8f5338634b631a2d907be2cd7d02c969739d1",95,"https://github.com/portainer/portainer/graphs/contributors"
"PostgreSQL","PostgreSQL","https://www.postgresql.org/","http://localhost:3000/logos/postgre-sql.svg","https://twitter.com/postgresql","https://www.crunchbase.com/organization/postgresql",,,,false,false,"Unknown License","Philadelphia, Pennsylvania","2018-03-27T23:45:00.000Z","Mirror of the official PostgreSQL GIT repository. Note that this is just a *mirror* - we don't work with pull requests on github. To contribute, please see http://wiki.postgresql.org/wiki/Submitting_a_Patch","PostgreSQL is an object-relational database management system with an emphasis on extensibility and standards-compliance.","http://www.postgresql.org/","Philadelphia","Pennsylvania","United States","http://twitter.com/postgresql","http://www.linkedin.com/company/758353",,,51,100,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/postgres/postgres",3766,"Mirror of the official PostgreSQL GIT repository. Note that this is just a *mirror* - we don't work with pull requests on github. To contribute, please see http://wiki.postgresql.org/wiki/Submitting_a_Patch",,"https://github.com/postgres/postgres/commit/ef1978d6ed1e4defe18d250226460409e6cd5447","2018-02-27T13:08:53Z","https://github.com/postgres/postgres/releases","1996-07-09T06:22:35Z","/postgres/postgres/commit/d31084e9d1118b25fd16580d9d8c2924b5740dff",26,"https://github.com/postgres/postgres/graphs/contributors"
"Presto","Facebook","https://prestodb.io/","http://localhost:3000/logos/presto.svg","https://twitter.com/prestodb","https://www.crunchbase.com/organization/facebook",442199080960,"FB",,false,false,"Apache-2.0","Menlo Park, California",,"Distributed SQL query engine for big data","Facebook is an online social networking service that enables its users to connect with friends and family as well as make new connections.","http://www.facebook.com","Menlo Park","California","United States","https://twitter.com/facebook","http://www.linkedin.com/company/facebook","FB","market_cap",10001,1000000,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/prestodb/presto",7268,"Distributed SQL query engine for big data",,"https://github.com/prestodb/presto/commit/3f3ba3f7db9f2d27a2dae8521f07a7f68815f236","2018-03-19T21:28:42Z","https://github.com/prestodb/presto/releases","2012-08-08T19:58:34Z","/prestodb/presto/commit/d0eb103a660125a53660a7ba2c95e9b8a4d8feb6",214,"https://github.com/prestodb/presto/graphs/contributors"
"PubNub","PubNub","https://www.pubnub.com/docs/blocks-catalog","http://localhost:3000/logos/pub-nub.svg","https://twitter.com/PubNub","https://www.crunchbase.com/organization/pubnub",,,46100000,false,false,"NotOpenSource","San Francisco, California","2018-03-26T23:17:03.000Z","The PubNub Data Stream Network enables mobile and web developers to build and scale realtime apps.","The PubNub Data Stream Network enables mobile and web developers to build and scale realtime apps.","https://www.pubnub.com","San Francisco","California","United States","https://twitter.com/PubNub","https://www.linkedin.com/company/pubnub",,"funding",51,100,"Serverless / Kubernetes-Native Platforms","Serverless",false,,,,,"",,,,,,
"PubNub Functions","PubNub","https://www.pubnub.com/products/functions/","http://localhost:3000/logos/pub-nub-functions.svg","https://twitter.com/PubNub","https://www.crunchbase.com/organization/pubnub",,,46100000,false,false,"NotOpenSource","San Francisco, California","2018-03-26T23:17:03.000Z","The PubNub Data Stream Network enables mobile and web developers to build and scale realtime apps.","The PubNub Data Stream Network enables mobile and web developers to build and scale realtime apps.","https://www.pubnub.com","San Francisco","California","United States","https://twitter.com/PubNub","https://www.linkedin.com/company/pubnub",,"funding",51,100,"Serverless / Platforms","Serverless",false,,,,,"",,,,,,
"Pulsar","Apache Software Foundation","https://pulsar.apache.org/","http://localhost:3000/logos/pulsar.svg","https://twitter.com/apache_pulsar","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache-2.0","Forest Hill, Maryland","2018-03-22T02:01:01.000Z","Pulsar - distributed pub-sub messaging system","Apache Software Foundation (501C3) provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","http://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"App Definition and Development / Streaming","App Definition and Development",true,"https://github.com/apache/incubator-pulsar",1613,"Pulsar - distributed pub-sub messaging system",,"https://github.com/apache/incubator-pulsar/commit/ba855c36e786c0a38d2caee00e1dbaa707b4467d","2018-02-21T04:09:23Z","https://github.com/apache/incubator-pulsar/releases","2016-09-07T05:10:37Z","/apache/incubator-pulsar/commit/9f849c324969e160f9891203b2a2e4805fae5a1c",43,"https://github.com/apache/incubator-pulsar/graphs/contributors"
"Puppet","Puppet","https://puppet.com/","http://localhost:3000/logos/puppet.svg","https://twitter.com/puppetize","https://www.crunchbase.com/organization/puppet-labs",,,107500000,false,false,"Unknown License","Portland, Oregon","2018-03-27T23:30:13.000Z","Server automation framework and application","Puppet is an information technology automation software company designed for system administrators.","https://puppet.com/","Portland","Oregon","United States","http://twitter.com/puppetlabs","http://www.linkedin.com/company/puppet-labs-inc",,"funding",251,500,"Provisioning / Host Management/Tooling","Provisioning",true,"https://github.com/puppetlabs/puppet",4934,"Server automation framework and application",,"https://github.com/puppetlabs/puppet/commit/00370c7123e339acf9c71d490b5e875a8474cf3e","2018-03-19T22:00:49Z","https://github.com/puppetlabs/puppet/releases","2005-04-13T15:18:05Z","/puppetlabs/puppet/commit/54e9b5e3561977ea063417da12c46aad2a4c1332",491,"https://github.com/puppetlabs/puppet/graphs/contributors"
"Pure Storage","Pure Storage","https://www.purestorage.com/","http://localhost:3000/logos/pure-storage.svg","https://twitter.com/PureStorage","https://www.crunchbase.com/organization/pure-storage",4160066048,"PSTG",,false,false,"NotOpenSource","Mountain View, California","2018-03-27T21:26:25.000Z","Pure Storage is an all-flash enterprise storage company that enables broad deployment of flash in data centers.","Pure Storage is an all-flash enterprise storage company that enables broad deployment of flash in data centers.","http://www.purestorage.com","Mountain View","California","United States","http://twitter.com/PureStorage","http://www.linkedin.com/company/pure-storage","PSTG","market_cap",1001,5000,"Runtime / Cloud-Native Storage","Runtime",false,,,,,"",,,,,,
"PureSec","PureSec","https://www.puresec.io/","http://localhost:3000/logos/pure-sec.png","https://twitter.com/PureSecTeam","https://www.crunchbase.com/organization/puresec",,,3000000,false,false,"NotOpenSource","Tel Aviv, Israel","2018-03-27T15:08:01.000Z","PureSec is the world's leading Serverless Security Runtime Environment","PureSec is the world's leading Serverless Security Runtime Environment","https://www.puresec.io/","Tel Aviv","Tel Aviv","Israel","https://twitter.com/PureSecTeam","https://www.linkedin.com/company-beta/15224102/",,"funding",,,"Serverless / Security","Serverless",false,,,,,"",,,,,,
"Python Lambda","Simple Contacts","https://aws.amazon.com/lambda/","http://localhost:3000/logos/python-lambda.svg","https://twitter.com/simplecontacts","https://www.crunchbase.com/organization/simple-contacts",,,10000000,false,false,"ISC","New York, New York","2018-03-22T14:28:38.000Z","A toolkit for developing and deploying serverless Python code in AWS Lambda.","Online eye exam and contact lens supplies","https://www.simplecontacts.com","New York","New York","United States","https://twitter.com/simplecontacts","https://www.linkedin.com/company/simple-contacts",,"funding",11,50,"Serverless / Libraries","Serverless",true,"https://github.com/nficano/python-lambda",659,"A toolkit for developing and deploying serverless Python code in AWS Lambda.",,"https://github.com/nficano/python-lambda/commit/b68ed0a391b800b931e52eb9472994cdc7331b77","2018-02-20T16:33:13Z","https://github.com/nficano/python-lambda/releases","2016-02-26T03:21:23Z","/nficano/python-lambda/commit/ace29ad81378dce9ae270232fb21e042395689db",27,"https://github.com/nficano/python-lambda/graphs/contributors"
"Qubole","Qubole","https://www.qubole.com/","http://localhost:3000/logos/qubole.svg","https://twitter.com/qubole","https://www.crunchbase.com/organization/qubole",,,75000000,false,false,"NotOpenSource","Santa Clara, California","2018-03-23T17:02:16.000Z","Qubole delivers a Self-Service Platform for Big Data Analytics built on Amazon, Microsoft, Google and Oracle Clouds.","Qubole delivers a Self-Service Platform for Big Data Analytics built on Amazon, Microsoft, Google and Oracle Clouds.","http://www.qubole.com","Santa Clara","California","United States","http://twitter.com/qubole","http://www.linkedin.com/company/qubole",,"funding",101,250,"App Definition and Development / Database and Data Warehouse","App Definition and Development",false,,,,,"",,,,,,
"Quobyte","Quobyte","https://www.quobyte.com/","http://localhost:3000/logos/quobyte.svg","https://twitter.com/Quobyte","https://www.crunchbase.com/organization/quobyte",,,,false,false,"NotOpenSource","Santa Clara, California","2018-03-23T16:42:04.000Z","Data Center File System. Fast and Reliable Software Storage","Data Center File System. Fast and Reliable Software Storage","https://www.quobyte.com","Santa Clara","California","United States","https://www.twitter.com/quobyte","https://www.linkedin.com/company/quobyte",,,11,50,"Runtime / Cloud-Native Storage","Runtime",false,,,,,"",,,,,,
"RabbitMQ","Rabbit Technologies","https://www.rabbitmq.com/","http://localhost:3000/logos/rabbit-mq.svg","https://twitter.com/rabbitmq","https://www.crunchbase.com/organization/rabbit-technologies",,,,false,false,"Unknown License","London, United Kingdom","2018-03-20T10:54:18.000Z","Open source multi-protocol messaging broker","Rabbit Technologies offers RabbitMQ which is open source message broker software implementing the advanced message queuing protocol (AMQP).","http://www.rabbitmq.com","London","England","United Kingdom","http://twitter.com/rabbitmq",,,,1,10,"App Definition and Development / Streaming","App Definition and Development",true,"https://github.com/rabbitmq/rabbitmq-server",3851,"Open source multi-protocol messaging broker",,"https://github.com/rabbitmq/rabbitmq-server/commit/f2ab0b40f034cda6bca4294735b493f20550b93c",,,"2008-07-03T12:35:11Z","/rabbitmq/rabbitmq-server/commit/675869a27714307bce377638dfe8f6a5f069e757",71,"https://github.com/rabbitmq/rabbitmq-server/graphs/contributors"
"Redis","Redis Labs","https://redis.io/","http://localhost:3000/logos/redis.svg","https://twitter.com/redisfeed","https://www.crunchbase.com/organization/redis-labs",,,86000000,false,false,"BSD-3-Clause","Mountain View, California","2018-02-02T16:50:36.000Z","Redis is an in-memory database that persists on disk. The data model is key-value, but many different kind of values are supported: Strings, Lists, Sets, Sorted Sets, Hashes, HyperLogLogs, Bitmaps.","Redis Labs is the open source home and commercial provider of Redis, a database benchmarked as the world’s fastest.","http://redislabs.com","Mountain View","California","United States","http://twitter.com/RedisLabs","http://www.linkedin.com/company/redis-labs-inc",,"funding",51,100,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/antirez/redis",28191,"Redis is an in-memory database that persists on disk. The data model is key-value, but many different kind of values are supported: Strings, Lists, Sets, Sorted Sets, Hashes, HyperLogLogs, Bitmaps.",,"https://github.com/antirez/redis/commit/674909f44284a44580e87a1cc8c25a6aa957eb22","2018-03-26T16:04:30Z","https://github.com/antirez/redis/releases","2009-03-22T09:30:00Z","/antirez/redis/commit/ed9b544e10b84cd43348ddfab7068b610a5df1f7",246,"https://github.com/antirez/redis/graphs/contributors"
"Ribbon","Netflix","https://github.com/Netflix/ribbon","http://localhost:3000/logos/ribbon.svg","https://twitter.com/netflixoss","https://www.crunchbase.com/organization/netflix",130483822592,"NFLX",,false,false,"Apache-2.0","Los Gatos, California","2017-10-02T16:38:53.000Z","Ribbon is a Inter Process Communication (remote procedure calls) library with built in software load balancers. The primary usage model involves REST calls with various serialization scheme support.","Netflix is an online platform that enables users to watch TV shows and movies on smart TVs, PCs, Macs, mobiles, tablets, and so on. ","https://www.netflix.com","Los Gatos","California","United States","http://twitter.com/netflix","http://www.linkedin.com/company/netflix","NFLX","market_cap",1001,5000,"Orchestration & Management / Service Management","Orchestration & Management",true,"https://github.com/Netflix/ribbon",1973,"Ribbon is a Inter Process Communication (remote procedure calls) library with built in software load balancers. The primary usage model involves REST calls with various serialization scheme support.",,"https://github.com/Netflix/ribbon/commit/80f33f3779b64937a5f4a067759c99fea1b37494","2016-04-12T18:23:49Z","https://github.com/Netflix/ribbon/releases","2012-03-18T08:07:52Z","/Netflix/ribbon/commit/697fd66aae9beed107e13f49a741455f1d9d8dd9",37,"https://github.com/Netflix/ribbon/graphs/contributors"
"Robin Systems","Robin Systems","https://robinsystems.com/","http://localhost:3000/logos/robin-systems.svg","https://twitter.com/robinsystems","https://www.crunchbase.com/organization/robin-systems",,,21700000,false,false,"NotOpenSource","San Jose, California","2018-03-23T16:21:04.000Z","Data-Centric Compute and Storage Containerization Infrastructure Software","Data-Centric Compute and Storage Containerization Infrastructure Software","https://www.robinsystems.com","San Jose","California","United States","https://twitter.com/robinsystems","https://www.linkedin.com/company/robin-systems",,"funding",11,50,"Runtime / Cloud-Native Storage","Runtime",false,,,,,"",,,,,,
"Romana","Romana","http://romana.io/","http://localhost:3000/logos/romana.svg",,"https://www.crunchbase.com/organization/romana",,,,false,false,"Apache-2.0","San Francisco, California",,"The Romana Project - Installation scripts, documentation, issue tracker and wiki. Start here.","Cloud-Native Network","http://romana.io/","San Francisco","California","United States",,,,,,,"Runtime / Cloud-Native Network","Runtime",true,"https://github.com/romana/romana",168,"The Romana Project - Installation scripts, documentation, issue tracker and wiki. Start here.",,"https://github.com/romana/romana/commit/ba12e9608e42c94bcb5ada319c6a10d5b86e4a4a","2017-11-15T01:20:49Z","https://github.com/romana/romana/releases","2015-11-16T02:02:24Z","/romana/romana/commit/190c040214190b52b4d7df934993d764bcb331a7",9,"https://github.com/romana/romana/graphs/contributors"
"Rundeck","Rundeck","https://www.rundeck.com/open-source","http://localhost:3000/logos/rundeck.svg","https://twitter.com/rundeck","https://www.crunchbase.com/organization/rundeck",,,,false,false,"Apache-2.0","Redwood City, California","2018-03-27T16:37:49.000Z","Enable Self-Service Operations: Give specific users access to your existing tools, services, and scripts","Job Scheduler and Runbook Automation","http://rundeck.org/","Redwood City","California","United States",,,,,,,"Provisioning / Host Management/Tooling","Provisioning",true,"https://github.com/rundeck/rundeck",2376,"Enable Self-Service Operations: Give specific users access to your existing tools, services, and scripts",,"https://github.com/rundeck/rundeck/commit/b693043cffd0843e3256096a757d5e8aac1d9a97","2018-03-23T20:34:18Z","https://github.com/rundeck/rundeck/releases","2010-10-11T21:08:30Z","/rundeck/rundeck/commit/41a2ce0991a2c32ffde06f623afb6ec3278fa4c2",85,"https://github.com/rundeck/rundeck/graphs/contributors"
"RunV","Hyper.sh","https://github.com/hyperhq/runv","http://localhost:3000/logos/run-v.png","https://twitter.com/hyper_sh","https://www.crunchbase.com/organization/hyper-4",,,,false,false,"Apache-2.0","New York, New York","2018-03-19T17:19:14.000Z","Hypervisor-based Runtime for OCI","Hyper.sh is a secure container cloud service.","https://hyper.sh/","New York","New York","United States","https://twitter.com/hyper_sh",,,,1,10,"Runtime / Container Runtime","Runtime",true,"https://github.com/hyperhq/runv",484,"Hypervisor-based Runtime for OCI",,"https://github.com/hyperhq/runv/commit/565496c04f13ca7e5f92ad22ddff7fa8952469dd",,,"2015-07-29T07:12:14Z","/hyperhq/runv/commit/b29a8143a845cb0f98f07eb86f53b14931b1d672",31,"https://github.com/hyperhq/runv/graphs/contributors"
"SaltStack","SaltStack","https://saltstack.com/","http://localhost:3000/logos/salt-stack.svg","https://twitter.com/SaltStack","https://www.crunchbase.com/organization/saltstack",,,27900000,false,false,"Unknown License","Lehi, Utah","2018-03-22T16:11:52.000Z","Software to automate the management and configuration of any infrastructure or application at scale. Get access to the Salt software package repository here:","SaltStack is intelligent automation for a software-defined world.","http://www.saltstack.com","Lehi","Utah","United States","http://twitter.com/SaltStack","http://www.linkedin.com/company/salt-stack-inc",,"funding",51,100,"Provisioning / Host Management/Tooling","Provisioning",true,"https://github.com/saltstack/salt",8714,"Software to automate the management and configuration of any infrastructure or application at scale. Get access to the Salt software package repository here:",,"https://github.com/saltstack/salt/commit/7874c908ac8da63e7c3bec7a17a95d8fc5cc6a9d","2018-03-19T20:51:32Z","https://github.com/saltstack/salt/releases","2011-02-20T20:18:32Z","/saltstack/salt/commit/7578c4d9f429b91dd8df553fc6ed78f4c8b76e7c",2025,"https://github.com/saltstack/salt/graphs/contributors"
"Scaleway","Scaleway","https://www.scaleway.com/","http://localhost:3000/logos/scaleway.svg","https://twitter.com/scaleway","https://www.crunchbase.com/organization/scaleway",,,,false,false,"NotOpenSource","Paris, France","2018-03-26T19:38:19.000Z","Scaleway is the world's first Cloud Computing IaaS platform","Scaleway is the world's first Cloud Computing IaaS platform","https://www.scaleway.com/","Paris","Ile-de-France","France","https://twitter.com/scaleway","https://www.linkedin.com/company/scaleway",,,11,50,"Cloud / Private","Cloud",false,,,,,"",,,,,,
"Scalingo","Scalingo","https://scalingo.com/","http://localhost:3000/logos/scalingo.svg","https://twitter.com/ScalingoHQ","https://www.crunchbase.com/organization/scalingo",,,,false,false,"NotOpenSource","Strasbourg, France","2018-03-23T18:22:09.000Z","Scalingo a Docker Platform Service Transform your code as Docker container & run it on our cloud, making it instantly available & scalable. ","Scalingo a Docker Platform Service Transform your code as Docker container & run it on our cloud, making it instantly available & scalable. ","https://scalingo.com/","Strasbourg","Alsace","France","https://twitter.com/ScalingoHQ","https://www.linkedin.com/company/scalingo/",,,,,"Platform / PaaS/Container Service","Platform",false,,,,,"",,,,,,
